Transaction_ID,Customer_ID,Customer_Name,Email,Phone,Country,Merchant,Category,Order_Value,Installments,Payment_Status,Days_Late,Credit_Score,Monthly_Income,Age,Order_Date
8454,869928,Kyle Thomas,mholland@example.org,620-355-7622,UAE,Amazon UAE,Fashion,4340.67,3,Paid,13,708.0,7898.0,28,2025-05-09
8455,669139,Matthew Wilson,erica33@example.org,809.738.3144x446,Kuwait,Amazon UAE,Travel,3325.32,3,Late,14,614.0,15117.0,42,2026-07-14
8456,455735,Carl Cummings,reynoldscrystal@example.org,748.262.3057,UAE,Virgin Megastore,Home,3527.86,4,Paid,42,700.0,29023.0,41,2025-10-16
8457,478205,Edwin White,zamorapaula@example.org,+1-417-391-7492x20887,Qatar,Virgin Megastore,Travel,3583.5,3,Late,25,729.0,12167.0,38,2026-01-20
8458,357041,Jeffrey Jones,zgreen@example.com,(622)311-8197,UAE,Carrefour,Beauty,1569.62,4,Paid,30,739.0,16729.0,36,2026-05-12
8459,766717,Stephen Howard DVM,tiffany26@example.org,(508)690-2319,Saudi Arabia,Jarir,Beauty,1056.77,3,Late,39,744.0,4794.0,35,2025-06-18
8460,999836,Kelly Thomas,bobbyray@example.com,(768)447-8661,Saudi Arabia,Jarir,Electronics,3256.27,2,Paid,9,611.0,28632.0,47,2024-09-19
8461,853924,Renee Jones,simmonstodd@example.org,763-490-6770,UAE,Extra,Fashion,2395.43,6,Paid,1,835.0,12239.0,30,2025-11-12
8462,298279,Brian Larson,woodslee@example.net,354.785.7592x346,Qatar,Jarir,Home,4990.39,6,Paid,2,775.0,21024.0,28,2026-04-24
8463,607817,Claudia Zimmerman,hmccoy@example.org,001-900-541-9974x22400,Qatar,Virgin Megastore,Travel,542.73,6,Paid,7,764.0,12408.0,27,2025-05-04
8464,156865,Timothy Ingram,deckerjames@example.net,935.726.7694,Qatar,Extra,Fashion,4962.26,4,Paid,42,785.0,29457.0,48,2024-12-07
8465,614626,Karla Morgan,fcohen@example.org,830.694.3594x23020,Kuwait,Jarir,Home,632.21,2,Paid,41,807.0,20909.0,48,2026-04-06
8466,686312,Meghan Young,urowe@example.com,+1-629-447-1104x2581,Qatar,Amazon UAE,Electronics,2877.65,6,Paid,31,782.0,14174.0,31,2024-09-08
8467,182709,Nancy Henderson,hollandcolin@example.net,(615)357-9826,Qatar,Jarir,Beauty,3086.11,2,Paid,24,841.0,23184.0,56,2024-08-29
8468,859241,Kyle Green,theresaolson@example.net,357-632-6153,Kuwait,Carrefour,Electronics,1718.63,4,Paid,9,832.0,23307.0,27,2025-09-03
8469,555821,Aaron Knapp,johnsontimothy@example.com,001-552-345-5754,Saudi Arabia,Extra,Beauty,1696.15,6,Late,25,836.0,25208.0,18,2026-07-14
8470,270680,Summer Brown,richmondemily@example.org,(338)401-6060,Kuwait,IKEA,Electronics,3480.66,4,Paid,23,587.0,6678.0,49,2025-11-27
8471,905021,Carlos Quinn,nicholas62@example.com,885-879-0195,Kuwait,Carrefour,Travel,1871.37,3,Default,42,820.0,7970.0,23,2024-12-28
8472,465793,Joshua Cruz,holson@example.net,9389119378,Qatar,Noon,Travel,4529.95,6,Paid,8,731.0,16203.0,46,2025-03-21
8473,293241,Kathleen Thomas,goodwinjohn@example.net,+1-934-220-9326x7540,Saudi Arabia,Noon,Travel,1671.82,4,Paid,18,662.0,27055.0,44,2025-09-25
8474,911295,Lisa Watts,owarren@example.com,813-594-2792,Kuwait,Extra,Travel,1168.82,4,Default,30,846.0,3403.0,53,2025-03-22
8475,629665,Gerald Jones,gregorywebb@example.com,486.940.7144,Qatar,IKEA,Travel,2762.49,3,Paid,42,688.0,22063.0,24,2025-02-23
8476,549854,Donna Duffy,wilsonjose@example.net,001-725-814-4444x05071,Qatar,Amazon UAE,Home,2215.69,6,Paid,9,837.0,22338.0,37,2026-02-10
8477,683715,Samuel Perez,selena16@example.org,798-415-3799x7637,UAE,IKEA,Fashion,3599.91,4,Paid,43,595.0,29318.0,51,2026-02-01
8478,541249,Megan Medina,christopherlong@example.net,2812991973,Saudi Arabia,IKEA,Home,2368.1,6,Late,35,577.0,21821.0,31,2026-04-28
8479,845411,Paul Glover,nicole25@example.org,001-636-875-7831x2514,Qatar,Centrepoint,Beauty,2118.83,6,Paid,3,562.0,8453.0,32,2026-03-30
8480,824149,Christopher Pennington,monica32@example.com,533.529.5393x5906,UAE,Virgin Megastore,Fashion,3040.58,3,Paid,5,692.0,13364.0,20,2024-09-16
8481,181466,Brenda Nichols,wilsonanthony@example.org,(798)453-1824,Qatar,Jarir,Home,4589.81,4,Paid,1,566.0,10470.0,47,2026-08-01
8482,234109,George Bailey,samantha86@example.com,001-725-835-1173,Saudi Arabia,Extra,Beauty,847.97,3,Late,14,577.0,14537.0,43,2025-11-24
8483,715054,Stacy Mckay,shelby96@example.net,836-321-8147x18639,Qatar,Noon,Home,3246.15,2,Paid,12,579.0,3951.0,43,2025-01-03
8484,587945,Kathleen Wolfe,stephaniemorrison@example.org,(879)584-2791x554,Saudi Arabia,Sharaf DG,Home,1994.16,4,Late,21,745.0,11297.0,29,2025-01-21
8485,252021,Bryan Patel,clayton75@example.com,+1-202-666-3679,Qatar,Noon,Travel,618.68,6,Late,38,786.0,26029.0,18,2024-08-09
8486,222851,Timothy Morris,yfernandez@example.org,979-369-4977x020,UAE,Virgin Megastore,Electronics,2551.33,4,Default,38,703.0,22026.0,59,2025-05-30
8487,145799,Mary Garcia,jacquelinezavala@example.org,393.859.8227x959,Kuwait,Amazon UAE,Home,2625.46,3,Late,32,585.0,9060.0,21,2025-05-26
8488,891576,Jennifer Mendez,ryancunningham@example.org,001-675-621-2547,Saudi Arabia,Centrepoint,Fashion,1668.98,2,Paid,17,604.0,17083.0,50,2024-12-20
8489,693789,Sierra Parker,leahturner@example.net,(797)830-6759,Kuwait,Noon,Beauty,1782.37,6,Default,6,667.0,8688.0,52,2026-06-11
8490,456299,Miguel Gordon,austindelgado@example.net,+1-570-491-6352,UAE,Carrefour,Home,734.97,6,Paid,8,816.0,15822.0,44,2026-01-31
8491,598301,Melissa Willis,daviskristen@example.com,(631)463-6685x384,Qatar,Amazon UAE,Travel,4363.41,3,Paid,12,743.0,21365.0,27,2024-12-16
8492,679058,John Love,roselori@example.com,(890)640-4160x9176,Qatar,Sharaf DG,Electronics,2758.58,6,Paid,40,848.0,13133.0,49,2025-06-19
8493,264878,Jennifer Myers,deborahsmith@example.net,001-773-673-5999x609,UAE,Carrefour,Fashion,2988.03,6,Paid,41,567.0,20668.0,42,2025-04-14
8494,341257,Danny Edwards,alex12@example.org,611.793.4478,Saudi Arabia,Centrepoint,Beauty,3589.62,4,Paid,12,613.0,6563.0,28,2026-06-11
8495,400973,Suzanne Cole,bmontgomery@example.net,297-675-7104x733,UAE,Nooon,Travel,4969.01,6,Late,42,552.0,24377.0,34,2025-12-03
8496,357450,Tyler Jenkins,jgordon@example.net,234-384-9460x52602,Qatar,IKEA,Travel,3003.81,4,Paid,18,609.0,6455.0,51,2025-01-28
8497,485795,Jasmine Bailey,istrickland@example.org,(676)772-8284x1322,Saudi Arabia,Carrefour,Beauty,1289.14,3,Paid,25,681.0,8793.0,25,2025-01-15
8498,746252,Kimberly Robinson,myerschristopher@example.com,(334)473-9458x06057,Qatar,Namshi,Home,2020.17,2,Paid,43,,17641.0,38,2025-12-01
8499,819085,Derek Hamilton,edwardscarlos@example.org,001-332-684-3421x691,Qatar,Noon,Beauty,2708.64,6,Late,34,593.0,8455.0,36,2025-11-12
8500,137100,Marcus Ward,davidharrison@example.org,318-993-7246x9788,Kuwait,Centrepoint,Travel,4735.44,6,Paid,44,687.0,19670.0,33,2026-02-03
8501,595375,Mason Johnson,derekmorgan@example.org,501.897.0228x28292,Kuwait,Amazon UAE,Beauty,308.37,2,Late,40,696.0,4517.0,60,2025-02-17
8502,322576,Natasha Lee,robertsonrhonda@example.com,+1-711-960-2647,Kuwait,Amazon UAE,Travel,3431.69,6,Paid,0,792.0,12586.0,44,2026-04-09
8503,928603,Kaitlyn Holloway,kevin68@example.org,(437)523-5634,Kuwait,Jarir,Home,2625.48,4,Paid,42,593.0,5654.0,37,2024-12-18
8504,488712,Jacqueline Jones,estradapatricia@example.com,+1-710-929-8202x4163,UAE,IKEA,Home,1610.19,3,Paid,38,717.0,16356.0,55,2025-09-05
8505,259634,Kyle Morton,rogersannette@example.com,581.917.3297x1354,Kuwait,Noon,Electronics,1166.0,4,Paid,35,771.0,29186.0,34,2025-11-11
8506,540651,Daniel Duarte,christopherthomas@example.com,449.779.9559x499,Kuwait,Sharaf DG,Electronics,3523.9,4,Late,8,628.0,20823.0,28,2025-10-13
8507,415920,Matthew Lopez,jhall@example.org,380-298-6333x7543,Qatar,Extra,Fashion,753.93,6,Late,41,809.0,24091.0,28,2026-05-09
8508,428558,Laura Burke,omckinney@example.com,001-354-488-2945x622,Kuwait,Carrefour,Electronics,527.01,4,Paid,2,742.0,20109.0,35,2025-10-13
8509,888705,William Webb,scottbrowning@example.net,920-814-1217,UAE,Noon,Electronics,1982.63,4,Paid,6,843.0,22996.0,22,2024-12-21
8510,258146,Brian Fitzpatrick,claygary@example.org,001-868-929-5518,UAE,Amazon UAE,Electronics,3784.67,6,Paid,9,817.0,9124.0,21,2024-12-14
8511,871209,Michael Snyder,anthony17@example.com,731.655.4183x59078,Kuwait,Carrefour,Beauty,1439.88,2,Paid,14,847.0,24473.0,47,2025-10-04
8512,110081,Tyler Rogers,stonemartin@example.com,(572)825-2529,Qatar,Noon,Home,3077.52,3,Paid,21,761.0,5178.0,60,2024-12-03
8513,268951,Daniel Hicks,ryanrogers@example.org,+1-292-940-3426x64073,UAE,Virgin Megastore,Travel,2911.9,4,Late,23,678.0,18872.0,60,2026-07-24
8514,163981,Anthony Paul,brios@example.net,+1-784-217-1986,Qatar,Sharaf DG,Travel,1093.35,4,Paid,8,740.0,6226.0,26,2026-06-01
8515,831666,Dana Armstrong,jillianreynolds@example.com,001-672-493-7415x506,UAE,Jarir,Electronics,2773.99,6,Paid,23,714.0,3177.0,55,2024-08-04
8516,697008,Ashley Wilson,ann09@example.org,5894492972,UAE,Centrepoint,Electronics,566.19,4,Paid,23,827.0,12931.0,46,2026-06-16
8517,188082,Justin Bell,rosseric@example.com,(685)987-6308x48285,Qatar,Namshi,Home,1328.97,4,Paid,14,748.0,29221.0,24,2026-04-13
8518,948909,Samantha Hunter,jerrykeller@example.com,345.722.3085x11160,Saudi Arabia,Extra,Electronics,1051.56,2,Paid,11,790.0,24237.0,51,2024-09-14
8519,290091,Cody Jones,ralph28@example.net,+1-217-490-8102x0450,Qatar,Noon,Travel,4664.28,6,Paid,10,678.0,3303.0,26,2025-02-24
8520,821998,Jasmine Brennan MD,brandypennington@example.org,+1-465-854-8822x4616,Qatar,Namshi,Home,3858.35,6,Paid,23,724.0,8195.0,54,2024-09-23
8521,714923,Richard Jones,reillyruth@example.org,762-965-4260x9922,UAE,Noon,Electronics,4104.18,3,Paid,4,766.0,22664.0,45,2025-06-03
8522,604048,Mr. Charles Harper II,garciastephanie@example.com,(551)356-5234,UAE,Sharaf DG,Fashion,752.99,3,Paid,35,617.0,14602.0,18,2025-08-26
8523,674268,Heather Moore,antoniokaufman@example.org,748-421-1587x8075,Saudi Arabia,Extra,Electronics,3882.82,2,Paid,30,573.0,13145.0,46,2025-05-10
8524,520566,Charles Cox,heatherstephens@example.net,+1-857-810-6182,Kuwait,Noon,Electronics,1283.08,2,Paid,24,563.0,9304.0,27,2025-07-12
8525,529549,Sarah Phillips,charlesjohnson@example.org,+1-322-970-8767x34149,UAE,Jarir,Home,1340.74,3,Late,19,841.0,14341.0,44,2026-05-04
8526,630831,Dr. Cindy Potts DVM,douglasjessica@example.net,(665)316-9930x86531,Qatar,Sharaf DG,Fashion,2432.1,3,Default,16,797.0,4408.0,46,2025-08-02
8527,246068,Kristen Guerrero,ihester@example.org,624.945.3075,Kuwait,IKEA,Fashion,4908.87,6,Paid,36,768.0,20272.0,44,2025-07-17
8528,237717,Rita Rodriguez,williampark@example.org,584.284.3190,UAE,Carrefour,Home,204.55,6,Paid,8,668.0,15733.0,18,2024-09-19
8529,647925,Dale Vega,victoria52@example.com,+1-572-976-8765x2510,Saudi Arabia,Carrefour,Fashion,991.35,3,Paid,38,814.0,16698.0,26,2025-10-10
8530,783184,Jessica Lopez,millskelsey@example.net,6964808852,Qatar,Centrepoint,Electronics,732.51,6,Paid,35,849.0,28040.0,29,2026-07-28
8531,665112,Susan Taylor,mcphersonhannah@example.net,+1-744-903-9520,Saudi Arabia,Namshi,Electronics,3956.05,2,Default,37,784.0,21591.0,57,2026-07-30
8532,831072,Robert Jackson,andrew31@example.net,+1-986-528-8041,UAE,Jarir,Fashion,357.52,4,Paid,12,651.0,14565.0,24,2025-09-25
8533,570347,Stephanie Hammond,glenn73@example.com,624-973-6820x3062,Kuwait,Virgin Megastore,Beauty,3493.61,6,Paid,40,770.0,19092.0,24,2024-09-16
8534,877844,Courtney Torres,yellis@example.org,001-400-494-9650x9462,Kuwait,Centrepoint,Electronics,1554.07,3,Paid,39,740.0,5979.0,60,2026-05-15
8535,991197,Ethan Cox,belljonathan@example.com,584.784.9453x529,Qatar,Amazon UAE,Beauty,884.43,2,Paid,36,678.0,17980.0,46,2026-07-04
8536,252656,Michelle Singh,adam62@example.org,252.574.9557x3795,Saudi Arabia,Amazon UAE,Fashion,1173.1,3,Paid,18,660.0,12493.0,59,2025-10-20
8537,433068,Anthony Ross,osborngina@example.org,001-841-578-2838,Qatar,Extra,Travel,3698.44,6,Paid,41,597.0,14153.0,30,2026-06-06
8538,719832,Kimberly Snyder,donaldthomas@example.com,316-976-3987,Kuwait,Centrepoint,Fashion,3520.69,3,Paid,4,744.0,3373.0,37,2026-07-15
8539,998479,Laura Wallace,lozanojessica@example.org,001-388-732-8621,Qatar,Jarir,Travel,300.62,6,Paid,21,569.0,5503.0,35,2025-05-05
8540,246238,Leslie Owens,espinozastephanie@example.net,001-876-774-6657x1581,Qatar,Carrefour,Home,3226.68,3,Paid,23,683.0,4773.0,39,2025-11-07
8541,622157,Christopher Reeves,christinewiley@example.net,941-281-5825,UAE,Amazon UAE,Fashion,2083.87,3,Default,38,665.0,20690.0,58,2026-01-27
8542,789167,Steven Larsen,joshualuna@example.org,+1-205-956-3118x97155,Kuwait,Carrefour,Beauty,478.38,6,Paid,44,840.0,22715.0,23,2025-05-18
8543,969695,Jill Walker,gaguilar@example.org,965-519-1553x5976,Kuwait,Virgin Megastore,Travel,703.91,2,Paid,5,755.0,6474.0,48,2025-07-20
8544,180708,Mr. Patrick Palmer MD,krystalbrown@example.org,234-994-9430x08913,Saudi Arabia,Jarir,Beauty,4376.01,4,Paid,31,605.0,5791.0,52,2025-08-09
8545,435446,Kristin Montgomery,colemansummer@example.org,787.980.7312,Qatar,Namshi,Electronics,2125.64,2,Paid,44,772.0,24103.0,23,2024-10-19
8546,304171,Wendy Hunter,kennethcampbell@example.net,(717)892-1066x9008,UAE,Jarir,Electronics,4028.07,6,Late,26,744.0,19984.0,33,2024-11-17
8547,438351,Jose Taylor,samueloneill@example.net,(684)496-3929x1270,UAE,IKEA,Electronics,711.68,3,Paid,27,609.0,5556.0,54,2025-02-27
8548,242910,Aaron Powell,yallen@example.net,705.375.5545x6306,Qatar,Namshi,Fashion,2990.24,3,Paid,2,771.0,24432.0,40,2025-10-31
8549,645750,Jennifer Duncan,hbrown@example.com,439-803-9651,Saudi Arabia,Jarir,Travel,1185.52,2,Paid,17,747.0,10294.0,37,2024-11-08
8550,656650,Mary Lopez,brandon53@example.org,(768)279-7244x96307,UAE,Sharaf DG,Beauty,4723.51,4,Paid,41,766.0,5859.0,45,2025-03-31
8551,811170,Anthony Lawrence,sherry22@example.org,739.259.4725x1181,UAE,Extra,Travel,258.95,3,Paid,1,653.0,27363.0,58,2024-10-11
8552,113153,Paul Jones,hayesjudy@example.net,(609)445-6114,Saudi Arabia,Centrepoint,Fashion,3654.73,6,Late,12,745.0,14083.0,44,2026-06-21
8553,594260,Stacy Martin,ashleythornton@example.org,(789)570-9942x33680,Kuwait,IKEA,Travel,1945.89,4,Paid,37,717.0,21155.0,27,2025-05-29
8554,270804,Jessica Shaw,aclayton@example.net,(449)903-4532,Qatar,Carrefour,Electronics,4504.84,4,Paid,20,745.0,17743.0,20,2024-08-02
8555,217206,Mason Franco,denisemcgrath@example.com,001-878-371-3215x3963,Qatar,Jarir,Travel,4233.92,4,Late,19,586.0,16284.0,40,2026-01-15
8556,648794,Wanda Mcclure,ryan90@example.com,650-910-0645,Kuwait,Virgin Megastore,Electronics,4441.3,4,Paid,33,744.0,3595.0,40,2026-04-24
8557,290150,Brenda Smith,juanpotts@example.com,950-693-1986,Kuwait,Centrepoint,Fashion,3232.66,4,Paid,32,723.0,3387.0,31,2024-10-27
8558,142872,Matthew Miller,robertmoore@example.net,001-548-919-3244x47064,Saudi Arabia,Sharaf DG,Travel,749.77,4,Late,37,580.0,3273.0,56,2026-03-27
8559,971991,Jessica Rivera,judysims@example.com,797.943.4369x146,UAE,Carrefour,Home,823.47,2,Default,19,651.0,25702.0,28,2026-05-02
8560,321060,Alyssa Zavala,sherri58@example.com,787.708.4384x7605,UAE,Centrepoint,Home,4426.58,6,Paid,45,729.0,9150.0,35,2024-11-14
8561,931277,Angel Rice Jr.,hansenandrew@example.net,897.250.2069,UAE,Amazon UAE,Electronics,4155.85,6,Paid,36,574.0,7818.0,59,2025-08-12
8562,490649,Ryan Andrade,grantrichards@example.net,(350)511-8779,Qatar,Namshi,Home,2928.33,3,Paid,3,704.0,15921.0,44,2026-04-24
8563,565143,Nicholas Allen,debrayork@example.com,+1-248-677-9494x36010,Kuwait,IKEA,Home,3046.6,3,Paid,6,742.0,13191.0,55,2025-05-02
8564,743046,Nicole Wallace,sherry81@example.com,673.876.3231x57545,Qatar,Extra,Fashion,2494.34,2,Late,44,812.0,23199.0,47,2025-05-25
8565,875216,Michele Marshall,qthompson@example.org,424.287.0748,Saudi Arabia,Namshi,Travel,4080.65,4,Paid,36,813.0,4615.0,43,2025-04-08
8566,555715,Willie Ochoa,melissa27@example.org,326.352.3770,Qatar,Carrefour,Home,778.19,4,Default,2,676.0,12284.0,45,2025-09-09
8567,677896,Christopher Smith,jason17@example.net,(495)792-6317,Qatar,Centrepoint,Fashion,171.83,2,Late,0,576.0,23452.0,41,2026-07-21
8568,321607,Jessica Barr MD,hcortez@example.com,785.560.0800,Qatar,Carrefour,Beauty,2376.45,6,Paid,11,761.0,19531.0,49,2026-04-30
8569,503902,James Williams,joseph31@example.org,(781)674-4627x2092,UAE,Jarir,Travel,4849.0,4,Paid,19,615.0,15054.0,32,2025-03-29
8570,781298,Dana Thomas,muellermichael@example.com,615.229.3874,Saudi Arabia,IKEA,Electronics,4558.06,6,Paid,45,834.0,19766.0,49,2024-10-28
8571,603286,Sylvia Pham,hclark@example.com,919.573.5898x604,Kuwait,Centrepoint,Travel,4930.25,3,Late,37,688.0,28696.0,36,2026-03-03
8572,531088,Keith Buckley,bcasey@example.org,515.228.3364,Saudi Arabia,Extra,Fashion,2532.37,4,Late,22,791.0,13117.0,45,2024-11-12
8573,263716,Mr. David Murillo,wmiller@example.com,652.610.6656,UAE,IKEA,Beauty,1738.75,6,Paid,45,744.0,13599.0,40,2026-03-06
8574,262136,Ashley Mendoza,michelle66@example.org,+1-509-521-9042,UAE,Noon,Electronics,4466.72,6,Paid,24,751.0,17044.0,58,2025-04-24
8575,623840,Evan Sanchez,victor25@example.net,+1-763-481-5880x4921,UAE,Carrefour,Beauty,3374.72,3,Late,40,774.0,27195.0,41,2026-07-18
8576,701199,Samantha Jones,christophermartin@example.net,(365)866-5868x07983,Saudi Arabia,Carrefour,Beauty,4616.47,6,Paid,24,744.0,,21,2026-07-19
8577,911040,Connie Phillips,qbowers@example.org,694.255.5803x6531,UAE,Noon,Fashion,2269.57,2,Paid,8,764.0,27702.0,39,2026-03-17
8578,173795,Jeremy Graves,nathan81@example.com,+1-794-618-3599x99544,Saudi Arabia,Carrefour,Home,2826.77,6,Paid,8,741.0,7274.0,33,2025-07-25
8579,376761,Cameron Johnson,trujillotyrone@example.net,001-590-467-8503,UAE,Jarir,Electronics,646.91,2,Paid,13,768.0,23470.0,46,2025-07-29
8580,580118,Justin Chapman,thomaslane@example.net,2287533908,Kuwait,Extra,Beauty,3316.07,6,Paid,38,633.0,24834.0,20,2026-07-02
8581,466112,James Walker,ngeorge@example.com,884.376.6966x541,UAE,Namshi,Electronics,2821.71,3,Paid,15,743.0,21965.0,60,2024-12-13
8582,801212,Anne Sweeney,markbryan@example.com,001-875-667-4637x1305,Saudi Arabia,Amazon UAE,Travel,3713.05,6,Paid,30,787.0,5716.0,19,2025-09-20
8583,649815,Christine Torres,karnold@example.net,+1-814-404-8273x687,Qatar,IKEA,Travel,3807.55,4,Paid,15,832.0,26267.0,21,2025-06-22
8584,233858,Mrs. Lisa Grant DDS,wilsonteresa@example.net,001-688-927-4836x415,Saudi Arabia,Virgin Megastore,Fashion,4479.3,2,Paid,33,847.0,29176.0,40,2025-12-22
8585,804881,Todd Warren,wendyarroyo@example.net,+1-951-660-1948x10314,Saudi Arabia,Centrepoint,Travel,2194.99,2,Paid,1,562.0,13185.0,40,2025-04-19
8586,201040,Lori Ayala,jho@example.net,903.324.9121x637,Saudi Arabia,Virgin Megastore,Beauty,4040.18,2,Late,26,784.0,6045.0,42,2025-04-15
8587,178733,Louis Young,evelyn18@example.org,812.490.1867,Saudi Arabia,Centrepoint,Electronics,556.86,2,Paid,45,777.0,9603.0,40,2026-03-24
8588,464656,Christina Dunlap,april94@example.org,001-731-268-4645,Saudi Arabia,Centrepoint,Travel,1318.97,2,Paid,45,582.0,3086.0,41,2026-04-11
8589,790873,Elizabeth Lopez,fatkinson@example.com,702-353-1093,Saudi Arabia,Sharaf DG,Travel,1057.47,6,Default,29,829.0,24319.0,56,2025-11-21
8590,870478,Terry Taylor,mrobertson@example.org,464-440-4721x367,Kuwait,Amazon UAE,Home,-100.0,6,Paid,28,815.0,3718.0,50,2025-04-12
8591,555168,Ryan Young,erica61@example.net,(767)833-5787x2656,Kuwait,Centrepoint,Beauty,671.54,6,Paid,15,650.0,13026.0,42,2025-08-03
8592,781939,Michelle Petersen,jacobscody@example.org,+1-635-913-2127x02030,UAE,Centrepoint,Travel,2869.13,6,Paid,3,630.0,4981.0,31,2025-12-17
8593,608949,Hannah Pratt,dlogan@example.com,557.870.9025,Qatar,Extra,Electronics,4662.52,4,Paid,30,589.0,17998.0,54,2026-07-20
8594,699502,Jessica Brown,christopherboyd@example.org,314-291-7324x8231,Saudi Arabia,Sharaf DG,Travel,2044.12,4,Paid,34,761.0,27723.0,33,2024-10-17
8595,683747,Kathy Kirby,rayamanda@example.com,995.239.6084x673,Saudi Arabia,Extra,Beauty,3002.87,6,Paid,26,823.0,14512.0,40,2026-01-16
8596,169786,Tammy Powell,qroth@example.org,613.512.1091x9098,Saudi Arabia,Amazon UAE,Fashion,2450.07,6,Paid,21,615.0,29082.0,52,2026-04-08
8597,190405,Keith Wolfe,james34@example.net,+1-347-730-5595,Kuwait,Virgin Megastore,Electronics,1429.58,3,Default,40,598.0,27255.0,26,2024-09-02
8598,722456,David Hughes,romerokristen@example.net,538-530-0419x681,UAE,Carrefour,Electronics,3406.71,3,Paid,44,696.0,14153.0,23,2024-10-10
8599,812079,Taylor Horton,denisegill@example.org,359-595-1921x442,Saudi Arabia,Sharaf DG,Home,3499.37,2,Paid,0,806.0,22618.0,51,2025-06-23
8600,988493,Samantha Williams,cameronmartin@example.org,2088607560,UAE,Centrepoint,Travel,4919.09,2,Paid,44,717.0,22896.0,60,2025-10-26
8601,635527,Amanda Buck,chad66@example.com,979.434.7234,Qatar,Jarir,Home,4812.76,3,Paid,3,759.0,18410.0,36,2025-01-07
8602,168545,Jeffery Tyler,oross@example.org,001-928-546-3403x20501,Qatar,Centrepoint,Electronics,674.61,2,Default,45,805.0,23059.0,42,2025-11-15
8603,656978,Lisa Perez,mia53@example.com,001-416-486-4174x59637,Qatar,Sharaf DG,Travel,3049.7,3,Paid,12,802.0,7098.0,37,2024-12-16
8604,827193,Paul Watson,pgonzalez@example.net,(210)269-4608x2661,Saudi Arabia,IKEA,Beauty,4580.9,3,Paid,23,762.0,10923.0,47,2025-03-03
8605,205432,Andrew Harris,lkennedy@example.com,9936054071,UAE,Sharaf DG,Travel,4608.61,6,Paid,21,763.0,5457.0,30,2025-01-23
8606,766415,Amber Reyes,michaelguerrero@example.com,762-276-6937x13001,UAE,Sharaf DG,Home,746.64,6,Paid,23,667.0,14484.0,31,2025-07-27
8607,146916,Linda Chase,gilbertkristy@example.org,(884)793-4255x7303,Qatar,Centrepoint,Fashion,4120.85,2,Paid,6,743.0,24716.0,30,2025-05-24
8608,406277,Bradley Gonzalez,benjamin59@example.net,789-826-6699,Kuwait,Centrepoint,Travel,1364.3,3,Paid,45,791.0,12502.0,25,2026-01-09
8609,325934,April Rodriguez,jonathan05@example.net,(445)720-8466x135,Kuwait,Namshi,Electronics,4059.75,3,Paid,16,758.0,23737.0,56,2026-06-06
8610,275993,Edward Adams,andrea94@example.org,722.495.7681x78149,Qatar,Sharaf DG,Fashion,2242.2,2,Late,8,693.0,19058.0,25,2025-03-12
8611,162654,Edward Moore,bryan45@example.org,001-370-751-9750x5944,UAE,Noon,Fashion,2573.18,3,Paid,5,630.0,22307.0,46,2025-07-30
8612,736380,Michael Villanueva,heidivilla@example.com,7587306730,Qatar,Extra,Home,1730.78,6,Late,40,769.0,24857.0,56,2025-07-28
8613,532692,Stacy Johnson,jose12@example.org,531-768-0378,Qatar,Jarir,Home,792.67,3,Paid,27,755.0,10175.0,46,2025-07-18
8614,636109,Michael Gomez,robertsalexander@example.org,920.887.8572,Saudi Arabia,Amazon UAE,Fashion,233.57,6,Paid,6,622.0,23742.0,31,2025-09-23
8615,826937,Phillip Anderson,timothy25@example.net,275.296.0447,Qatar,Sharaf DG,Beauty,2793.34,4,Late,14,652.0,21412.0,30,2025-06-20
8616,898167,Susan Davis,haley28@example.net,904-267-2953x933,Qatar,Extra,Home,3326.65,3,Paid,40,735.0,11470.0,53,2025-03-30
8617,968652,Christine Crane,pamela58@example.com,352.797.9629x1443,UAE,IKEA,Beauty,515.49,6,Late,6,563.0,19879.0,28,2025-11-09
8618,863655,David Bates,andrewsbrenda@example.com,(829)540-2136x4107,Qatar,Sharaf DG,Fashion,3114.77,4,Paid,22,580.0,22247.0,35,2025-08-11
8619,592290,Randall Johnson DVM,pallen@example.net,871.298.3495x99631,Saudi Arabia,Amazon UAE,Home,4266.27,4,Paid,9,722.0,7841.0,41,2025-02-09
8620,634384,Daniel Mitchell,cookmary@example.org,807-490-4604,Kuwait,Sharaf DG,Fashion,4466.91,3,Paid,3,623.0,9971.0,50,2026-03-22
8621,220295,Anna Shannon,jose59@example.com,953-443-7711x596,Kuwait,Noon,Home,3112.06,2,Paid,29,670.0,5825.0,32,2025-04-01
8622,311919,Jennifer Baker,chernandez@example.com,430.933.0549x835,UAE,Jarir,Home,4985.29,6,Paid,44,833.0,3119.0,55,2026-04-30
8623,503254,Amy Brown,sarahmurphy@example.org,880.709.1374,Saudi Arabia,Extra,Travel,3044.63,6,Default,36,699.0,15217.0,58,2024-11-23
8624,835190,Eric Hamilton,dmcmillan@example.com,(862)610-5890,Kuwait,Centrepoint,Electronics,446.54,6,Paid,32,730.0,9942.0,54,2026-03-24
8625,869253,Kathleen Aguilar,scottchristine@example.org,001-625-765-6772x62955,Qatar,Extra,Home,3483.37,6,Paid,27,686.0,6953.0,34,2026-07-21
